category,text
politics,butler launches attack blair former civil service chief lord butler criticised way tony blair government operates accusing obsessed headlines. also attacked way iraq war sold public important warnings strength intelligence left out. tory leader michael howard said lord butler given damaging testimony could remember. downing street said mr blair judged results style. lord butler said mr blair bypassed cabinet relied instead small informal groups advisers help make decisions. prime minister official spokesman said cabinet still used achieve consensus important issues. added: cannot modern government take every decision cabinet. possible. lord butler said government much freedom bring bad bills whatever likes relied much advice political appointees. former cabinet secretary said interview spectator magazine: would critical present government much emphasis selling much central control little would describe reasoned deliberation brings arguments. mr howard described lord butler intervention important someone insider heart blair government. certainly damaging testimony ever remember someone eminent position. lord butler report earlier year iraq intelligence said government september weapons dossier make clear intelligence claims saddam hussein stockpiles chemical biological weapons thin reason would weakened ministers case war lord butler said spectator interview conducted magazine editor conservative mp boris johnson. said: civil servants give material ministers say conclusions drawn got tell evidence got pretty thin. similarly giving something united nations country warn them. asked thought warnings lord butler said: one got remember purpose dossier was. purpose dossier persuade british government thought iraq serious threat. asked whether thought country well-governed whole replied: well. think country suffer badly parliament sufficient control executive grave flaw. breaking away party whip. executive much free bring huge number extremely bad bills huge amount regulation whatever likes whatever likes get best headlines tomorrow. part bad government country. lord butler assessment backed predecessor cabinet secretary lord armstrong. lord armstrong told bbc two newsnight: agree ... appear sort informed collective political judgement brought bear decision-making affected decisions entitled expect. liberal democrat deputy leader menzies campbell said thought lord butler comments well justified mr blair style leadership corrosive whole system government labour former minister jack cunningham accused lord butler basing comments first eight months incoming labour administration cabinet secretary. mr cunningham told bbc radio today programme: taken together robin butler comments partial inaccurate cannot taken anything politically biased labour government.
tech,british library gets wireless net visitors british library able get wireless internet access alongside extensive information available famous reading rooms. broadband wireless connectivity made available eleven reading rooms auditorium caf&#; restaurant outdoor piazza area. study revealed % visitors library carried laptops. technology trial since may usage levels make library london active public hotspot. previously many leaving building go nearby internet caf&#; access e-mail study found. british library continually exploring ways technology help us improve services users said lynne brindley chief executive british library. surveys conducted recently confirmed alongside materials consult users want able access internet library research communicate colleagues said. service priced £. hour session £ monthly pass. study conducted consultancy building zones found % visitors came library sit use business centre. could proximity busy mainline stations kings cross euston. study also found people spending average six hours building making ideal wireless hotspot. since may service registered sessions per week making london active public hotspot. majority visitors wanted able access e-mail well british library catalogue. service rolled partnership wireless provider cloud hewlett packard. operate independently library existing network. british library receives around visitors day serves around readers year. people come view resources include world largest collection patents uk extensive collection science technology medical information. library receives three four million requests remote users around world year.
politics,campaign cold calls questioned labour conservatives still telephoning millions people signed make sure get marketing cold calls parties say stick rules ensuring calls marketing instance asking people voting intentions. lib dems asking watchdog overseeing rules stop calls. information commissioner office says surveys allowed grey area personal data kept. telephone call centres expected used never three major parties run-up general election. seven million telephone numbers telephone preference service (tps) lists ban unsolicited sales marketing calls. schemes run direct marketing association backed eu directives privacy electronic communications. rules marketing calls apply much politicians private sector companies. mean labour tories calling people signed tps. labour party spokesman told bbc news website party avoided tps lists telephoning people membership fundraising. happen voter identification calls. ask party vote marketing clear legal advice said. covered telephone preference service. said party always asked people would happy contacted said rung again. conservative spokeswoman said party stuck rules rang tps subscribers. said: apply tps line law. would things allowed law. spokesman information commissioner office said would classed marketing political parties telephoned people encourage vote them. rules allow polling organisations telephone people voting intentions recorded part bigger set statistics person person. political party may also would marketing said. spokesman said might considered unsolicited marketing party recorded voting preferences view marketing information future. spokesman said yes answer area pretty grey added: someone complained would investigate that. political parties aware regulations. last by-elections reminded them. lib dem chairman matthew taylor written watchdog saying: advice received several previous occasions phone calls illegal. says evidence local lib dem parties around country suggests significant numbers calls. hope therefore take swift efficient action ensure ceases tells commissioner. mr taylor argues new guidelines parties act way watchdog believes rules allow parties ring tps numbers voting intentions later urge people vote them.
entertainment,patti smith host arts festival rock star patti smith made artistic director year meltdown festival held london south bank centre june. punk pioneer follows morrissey david bowie nick cave directing days concerts events. smith yet decide line-up meltdown begins june. want touch aspects culture perhaps readings genet idea jeremy irons read proust said. -year-old us singer night told observer newspaper festival would response material exploitative greedy times important explore new also salute best art aesthetically spiritually said. last year meltdown festival directed ex-smiths star morrissey included appearances singer jane birkin nancy sinatra playwright alan bennett. also persuaded punk band new york dolls reform reunion show.
tech,warning tsunami aid website net users told avoid scam website claims collect cash behalf tsunami victims. site looks plausible uses old version official disasters emergency committee webpage. however dec connection fake site says contacted police it. site latest long list scams try cash goodwill generated tsunami disaster. link website contained spam e-mail currently circulating. message subject line reads urgent tsunami earthquake appeal text bears poor grammar bad spelling characterises many phishing attempts. web address fake site decuk.org could close enough official www.dec.org.uk address confuse people keen donate. patricia sanders spokeswoman disaster emergency committee said aware site contacted computer crime unit scotland yard help get shut down. said spam e-mails directing people site started circulating two days ago shortly domain name site registered. thought fake site run romania. ms sanders said dec contacted us net registrars handle domain ownership net hosting firm keeping site web. dec going push cash donated via site handed official organisation. bt dec hosting company also making efforts get site shut said. ms sanders said sending spam e-mail solicit donations dec style would never canvass support way. said dec hoped get fake site shut soon possible. attempts bbc news website contact people behind site failed. none e-mail addresses supplied site work real owner domain obscured publicly available net records. first attempt cash outpouring goodwill accompanied appeals tsunami aid. one e-mail sent early january came someone claimed lost parents disaster asking help moving inheritance bank account netherlands. con similar familiar nigerian forward fee fraud e-mails milk money people promising cut much larger cash pile. scam e-mails included link website supposedly let people donate money instead loaded spyware computers grabbed confidential information. monthly report anti-virus firm sophos said two e-mail messages tsunami made top hoax list january. another tsunami-related e-mail also circulating carries zar worm tries spread via familiar route microsoft outlook e-mail program. anyone opening attachment mail contact list plundered worm keen find new addresses send to.
tech,confusion high-definition tv critical mass people embraced digital tv dvds digital video recorders next revolution tv prepared sets. corners tv technology industries high-definition (hdtv) heralded biggest thing happen television since colour. hd essentially makes tv picture quality least four times better now. real concern people getting right information hd high street. thousands flat panel screens lcds (liquid crystal displays) plasma screens dlp rear-projection tv sets already sold hd fact able display hd. uk largest display market europe according john binks director gfk monitors global consumer markets. added: flat panel screens sold .% uk capable getting high-definition. different devices sold hd hd-ready according alexander oudendijk senior vice president marketing satellite giant astra. may fantastic quality tvs many adaptors called dvi hdmi (high-definition multimedia interface) connectors let set handle higher resolution digital images. part lack understanding training high street say industry experts gathered bafta london nd european hdtv summit last week. careful consumer confusion. massive education process go said mr binks. industry already recognised would challenge get right information across us watching it. eventually everyone. bbc currently developing plans produce tv output meet hdtv standards . preparations analogue switch-off already underway areas programmes filmed hd cameras. bskyb plans ship first generation set-top boxes receive hdtv broadcasts time christmas. like sky+ boxes also personal video recorders (pvrs). company start broadcasts hdtv programmes offering premium channel packages concentrating start sports big events films early . set-top box receives hdtv broadcasts plug display tv set show images much higher resolution hd demands hdtv real % homes uk sort tv set display show hd full glory. getting rather confusing people taken digital result key players make flat panel displays well satellite companies broadcasters formed hd forum make sure talking other. part forum concerned issues like industry standards content protection. also preoccupied help paying public know exactly paying for. next month devices right connectors resolution required carry hd-ready sticker. also means equipped cope analogue hdtv signals comply minimum specification set industry. logo absolutely way forward said david mercer analysts strategy analytics. still appearing many retail products. industry upbeat sticker help start. much position today manufacturers said mr oudendijk. may well number dissatisfied customers next months. european broadcast union (ebu) testing different flavours hd formats prepare even better hdtv line. similarly concerned people get right information hdtv formats well devices support formats. believe consumers buying expensive displays need ensure investment worthwhile said phil laven technical director ebu. tv display manufacturers want us watch hd screens least (cm) get true impact hd say although smaller displays suffice. may convince people spend money hd-ready devices falling prices continue tumble across europe. prices dropping average % every year according analysts. lcd prices dropped % europe whole last year according mr oudendijk.
business,police detain chinese milk bosses chinese police detained three top executives milk firm yili reports suggesting investigated embezzlement. yili full name inner mongolia yili industrial confirmed chairman chief financial officer securities representative custody. company china third-largest milk producer hold emergency meeting debate issue. yili spokesman said may move oust chairman zheng junhuai. spokesman say three detained police. official xinhua news agency said arrest linked alleged embezzlement. yili recently subject intense media speculation financial operations. executives suspected wrongly using yuan ($.m; £m) company funds support management buyout back july . yili shares suspended tuesday fallen % monday. company two main rivals market leader mengniu dairy second place bright dairy dominate chinese milk market grown almost % past five years. analysts wondered scandal yili latest befall chinese companies year could followed revelations corporate wrongdoing. investors wonder yili scandal one slew uncovered year tip iceberg said chen huiqin analyst huatai securities.
business,us economy shows solid gdp growth us economy grown expected expanding annual rate .% last quarter . gross domestic product figure ahead .% government estimated month ago. rise reflects stronger spending businesses capital equipment smaller-than-expected trade deficit. gdp measure country economic health reflecting value goods services produces. new gdp figure announced commerce department friday also topped .% growth rate economists forecast ahead friday announcement. growth annual rate % third quarter year came .% best figure five years. however positive economic climate may lead rise interest rates many expecting us rates rise march. january-to-march quarter economy expected grow annual rate % economists forecast. final quarter businesses increased spending capital equipment software % .% third quarter. consumer spending grew .% final quarter third quarter .%.
sport,highbury tunnel players clear football association said bringing charges tunnel incident prior arsenal manchester united game. arsenal patrick vieira earlier denied accusations threatened gary neville - defeat. vieira also clashed opposing skipper roy keane referee graham poll separate them. referee confirmed satisfied dealt incident time said fa statement. means united win pass without intervention governing body whose new chief executive brian barwick highbury stands. threaten anybody. big enough players handle said vieira. talk roy keane it. gary neville big lad handle himself. played better us deserved win. neville admitted incidents game insisted distracted focus. couple things happen game disappoint said. especially players calibre tough game around long time. neville admitted enjoyed match punctuated fouls sending mikael silvestre head-butting freddie ljungberg thought horrible game first half much better second said. way happened football match. match keane accused vieira starting row. patrick vieira ft go gary neville. said go said. wants intimidate players thinks gary neville easy target it. manchester united manager sir alex ferguson added: vieira well wound it. heard different stories. patrick vieira apparently threatened players things like that.
business,enron bosses $m payout eighteen former enron directors agreed $m (£m) settlement deal shareholder lawsuit collapse energy firm. leading plaintiff university california announced news adding former directors pay $m pockets. settlement put courts approval next week. enron went bankrupt emerged hidden hundreds millions dollars debt. collapse firm seventh biggest public us company revenue. demise sent shockwaves financial markets dented investor confidence corporate america. settlement significant holding outside directors least partially personally responsible william lerach lawyer leading class action suit enron said. hopefully help send message corporate boardrooms importance directors performing legal duties added. terms $m settlement $m covered insurance none former directors admit wrongdoing. deal fourth major settlement negotiated lawyers filed class action behalf enron shareholders almost three years ago. far including latest deal $m (£.m) retrieved investors. however latest deal include former enron chief executives ken lay jeff skilling. men facing criminal charges alleged misconduct run firm collapse. neither cover andrew fastow pleaded guilty taking part illegal conspiracy chief financial officer group. enron shareholders still seeking damages long list big name defendants including financial institutions jp morgan chase citigroup merrill lynch credit suisse first boston. university california said trial case scheduled begin october . joined lawsuit december alleging massive insider trading fraud claiming lost $m investments company.
business,russia gets investment blessing soaring oil sales budget surplus mean russian debt longer risky investment one world leading credit rating agencies says. standard poor classed russian bonds investment grade former speculative rating. russia reputation among investors hurt recent months heavy tax bills asset seizures imposed companies oil giant yukos. s&p said solidity government finances outweighed risk. russia net creditor rather debtor. gold foreign currency reserves $bn beat foreign public debt $bn. two major ratings agencies fitch moody long since upped rating russia sovereign debt. s&p held back fear government dragging feet economic legal reforms. though finally followed suit. agency made clear improved rating mean risks thing past. instead russian government coffers brimming tax revenues energy sales s&p said government debt looking good bet. improvements significant outweight serious growing political risk continues key ratings constraint russia wrote s&p credit analyst helena hessel. yukos saga high-profile political risks ms hessel alludes. company founder ex-chief executive mikhail khodorkovsky jail trial tax evasion fraud. many believe real motive prosecution threatened use wealth set political alternative president vladimir putin. company meanwhile widely believed fallen victim kremlin wish get russian energy resources far possible back state control.
tech,intel unveils laser breakthrough intel unveiled research could mean data soon moved around chips speed light. scientists intel overcome fundamental problem prevented silicon used generate amplify laser light. breakthrough make easier interconnect data networks chips process information. intel researchers said products exploiting breakthrough appear end decade. overcome fundamental limit said dr mario paniccia director intel photonics technology lab. writing journal nature dr paniccia colleagues haisheng rong richard jones ansheng liu oded cohen dani hak alexander fang show made continuous laser material used make computer processors. currently says dr paniccia telecommunications equipment amplifies laser light travels fibre optic cables expensive exotic materials gallium arsenide used make it. telecommunications firms chip makers would prefer use silicon light-moving elements cheap many problems using high-volume manufacturing solved. trying take silicon competency manufacturing apply new areas said dr paniccia. work done make components move light around silicon successfully used generate amplify laser light pulses used send data long distances. despite fact silicon much better amplifier light pulses form material used fibre optic cables. improved amplification due crystalline structure silicon used make computer chips. dr paniccia said structure silicon meant laser light passed colliding photons rip electrons atoms within material. creates cloud electrons sitting silicon absorbs light said. intel researchers found way suck away errant electrons turn silicon material generate amplify laser light. even better laser light produced way help easy-to-make filters tuned across wide range frequencies. semi-conductor lasers made produced light narrow frequency ranges. result could close integration fibre optic cables carry data light computer chips process it. dr paniccia said work one several steps needed silicon used make components could carry process light form data pulses. technical validation work said.
politics,eu referendum could cost £m could cost £m run uk referendum european constitution ministers revealed. written parliamentary answer constitutional affairs minister chris leslie said poll likely cost general election. mr leslie said cost could compared previous british referendum held years ago. ministers say constitution would make european union work better critics fear creating super state labour mp john cryer whose question revealed price estimate said cost surprised central factor important people say. said would better rejected constitution avoiding need referendum. election cost £m. date vote set foreign secretary jack straw suggested unlikely held early predicted date next election. voters said uk stay common market referendum.
entertainment,oscar nominees lack pulling power year clutch oscar nominees least popular years according box office figures. us five nominated best film seen % fewer people movies previous years. awards based box office popularity concern ratings televised ceremony. titanic lord rings there. think fair say concern us bit said academy executive director bruce davis. million people us seen year nominees compared million million recent years. last time combined attendance low amadeus beat killing fields passage india places heart soldier story best picture million saw five films. last year ceremony attracted highest audience four years viewers tuned see lord ring: return king sweep board. show reaped biggest audience titanic took home oscars. film taken $m (£m) worldwide ceremony eventually took $.bn (£m). eyeballs starring movie screen translates eyeballs staring tv screen said paul dergarabedian box office tracker exhibitor relations. people like vested interest watching. titanic $.bn worldwide box office got lot people vested interest. past years also seen blockbusters saving private ryan forrest gump ghost compete oscars. biggest box office hitter among year nominees aviator taken $m (£m) us although takings uk reached £m far. low-budget move sideways finding neverland far grossed $m (£m) each. year biggest blockbusters actually feature oscar nominees animation category. shrek incredibles took $m (£m) incredibles took $m (£m). mel gibson passion christ took $m (£m) us largely ignored academy voters. many film industry equate award box office success. never equated academy awards much money movie takes said nikki rocco head distribution universal released nominee ray. people choice awards. public. industry bestowing awards think best films year.
business,french boss leave eads french co-head european defence aerospace group eads philippe camus leave post. mr camus said statement accepted invitation return full-time lagardere group owns % eads. give role soon board directors asks said. airbus head noel forgeard set replace mr camus bringing company power struggle end. fighting mr camus mr forgeard hit headlines france analysts feared fighting could destabilise defence aerospace group. french finance minister herve gaymard record saying deplored infighting company. company able put dispute behind departure mr camus clear support given mr forgeard lagardere group main french shareholder eads. main shareholders eads french government (%) also support mr forgeard germany daimlerchrysler (%). rainer hertrich german co-head eads also step contract expires next year. mr camus recently came pressure became clear superjumbo running budget. eads airbus majority owner admitted earlier week project running .bn euros (£bn; $.bn) budget. mr forgeard denied telling french media current overrun budget. sake transparency told shareholders last week look forecast total costs project risk go around % bn euros (£m; $.bn) told france lci television. due enter service replace boeing jumbo world biggest passenger aircraft.
business,budget aston takes porsche british car maker aston martin gone head-to-head porsche sports cars launch cheapest model yet. price tag £ v vantage tens thousands pounds cheaper existing aston models. vantage important car history company said aston chief executive ulrich bez. aston whose cars famously used james bond unveil vantage geneva motor show thursday. mr bez former executive rival porsche said new car company affordable car ever makes brand accessible turn would make aston martin globally visible still exclusive added. first shown concept car north american international auto show detroit v vantage available uk late summer. development costs vantage kept low sharing platform aston db mr bez described previous important car company currently months waiting list db mr bez said. vantage built new aston factory gaydon near warwick double aston total output presently.
business,deutsche attacks yukos case german investment bank deutsche bank challenged right yukos claim bankruptcy protection us. court filing tuesday said russian oil giant texas ties beyond bank accounts texas-based finance chief. deutsche bank claimed yukos artificially manufactured legal case stop sale main asset. wanted help fund gazprom plans $bn (£.bn) bid yukos unit yuganskneftegas. deutsche bank would earned large fees deal could carried us chapter bankruptcy rules made kremlin auction yuganskneftegas december illegal us law. us bankruptcy court judge texas granted yukos injunction barred gazprom lenders taking part. yuganskneftegas ultimately end gazprom. winning bidder auction previously unknown firm baikal finance group snapped days later rosneft russian oil firm process merging gazprom. effect transactions renationalise yuganskneftegas. deutsche bank contends yukos filed bankruptcy earlier month texas desperate unsuccessful bid stave december auction top unit russian government tax dispute yukos. blatant attempt artificially manufacture basis jurisdiction constitutes cause dismiss case deutsche bank said court filing. mike lake spokesman yukos lawyers said tuesday company stands legal action. yukos confident right us bankruptcy protection prepared back court defending position said. yukos said intends seek $bn damages buyer yuganskneftegas sale finally goes through. filing deutsche bank said houston jurisdiction yukos owns real personal property conducts business operations. also said us bankruptcy court become involved tax dispute federation one corporate citizens suggested european court international arbitration tribunal appropriate jurisdictions legal fight russia yukos. next hearing bankruptcy expected january. analysts believe tax dispute russian government yukos partly driven russian president vladimir putin hostility hostility political ambitions ex-yukos boss mikhail khordokovsky. mr khodorkovsky jail trial fraud tax evasion.
business,india opens skies competition india allow domestic commercial airlines fly long haul international routes move hopes stoke competition drive prices. however state controlled carriers able fly lucrative gulf routes countries kuwait saudi arabia least three years. jet airways air sahara two companies benefit initially. india looking develop airline industry booming economic growth drives demand travel. monica chadha bbc delhi reporter said air travel india increased almost % previous year expected rise even further. infrastructure development lagging demand however improve. international airports country shabby ill-equipped handle heavy air traffic ms chada said adding civil aviation minister promised modernise privatise airports little progress made. steps take move things forward government recently changed legislation limited foreign investment domestic airlines. raised maximum stake holding allowed % %. local press meanwhile reported us india start negotiations adding routes january. jet airways india premier private domestic carrier; air sahara ranked third category.
business,man utd open books glazer manchester united board agreed give us tycoon malcolm glazer access books. earlier month mr glazer presented board detailed proposals offer buy football club. statement club said would allow mr glazer limited due diligence give opportunity take proposal formal bid. said continued oppose mr glazer plans calling assumptions aggressive plan damaging many manchester united supporters shares club fan-based group shareholders united strongly opposed takeover mr glazer. fans protested outside old trafford ground two days ago. rival local club manchester city pleaded visiting fans protest inside ground two teams play televised match sunday. manchester united response comes little surprise board made clear. board responsibility consider bona fide offer proposal club said statement. become firm offer price board likely regard fair terms may deliverable also stressed stayed opposed mr glazer proposal. board continues believe mr glazer business plan assumptions aggressive statement said direct indirect financial strain business could damaging. whether bid attractive monetary terms case manchester united many investors hold stock sentimental rather financial reasons. present mr glazer family hold .% stake making manchester united second biggest shareholders. successful tampa bay buccaneers american football team based florida. family makes formal offer need support club biggest shareholders. irish horse racing millionaires jp mcmanus john magnier % united investment vehicle cubic expression yet express view bid approach. group five mps calling department trade industry block takeover club us football magnate public interest grounds. signed house commons motion tony lloyd manchester central mp whose constituency includes club old trafford ground pledged take matter tony blair necessary commons motion says takeover designed transform club private company would interests supporters football however dti dismissed proposal. spokesman said department believe case changing enterprise act takeovers football clubs could looked non-competition grounds. mr glazer offer values club £m ($.bn). pitched p per share also relies less debt finance earlier approach us tycoon rejected hand. manchester united shares closed .p friday .p day.
tech,microsoft makes anti-piracy move microsoft says clamping people running pirated versions windows operating system restricting access security features. windows genuine advantage scheme means people prove software genuine mid-. still allow unauthorised copies get crucial security fixes via automatic updates options would limited microsoft releases regular security updates software protect pcs. either pcs detect updates automatically users manually download fixes microsoft site. running pirated windows programs would access downloads add-ons software giant offers. people try manually download security patches let microsoft run automated checking procedure computer give identification number. microsoft regular patches releases newly-found security flaws important stop worms viruses threats penetrating pcs. security experts concerned restricting access patches could mean rise attacks threats pcs left unprotected. graham cluley senior consultant security firm sophos told bbc news website positive decision. sounds like decision allow critical security patches remain available legitimate illegitimate users windows good news everyone uses net said. windows genuine advantage first introduced pilot scheme september english-language versions windows. microsoft windows operating system heavily exploited virus writers widespread constantly seeking new security loopholes take advantage of. company trying tackle security threats whilst cracking pirated software time. software piracy cost company billions says. company announced earlier january releasing security tools clean pcs harbouring viruses spyware % pcs infected with. virus-fighting program updated monthly precursor microsoft dedicated anti-virus software. last year introduced windows xp counterfeit project uk-based pilot scheme ran november december. scheme meant anyone pre-installed copies operating system pcs bought november could replace counterfeit versions windows xp legal ones free. also increasing efforts squash software piracy china norway czech republic pirated software huge problem offering discounts legitimate software users pirated copies windows. china particular problem piracy estimated % said mr cluley.
sport,wilkinson lead england fly-half jonny wilkinson named england new rugby union captain three november tests. -year-old newcastle star takes lawrence dallaglio retired internationals august. england acting head coach andy robinson said: natural leader holds respect squad formidable talent pitch. consistently demonstrates energy commitment feel essential captain england. robinson added: several players squad would feel comfortable calling upon england captain jonny every way right player take challenge. captaincy offers challenging environment player especially following footsteps lawrence dallaglio world cup captain martin johnson. confident jonny takes outstanding job look ahead towards next rugby world cup france look forward working him. wilkinson scored points internationals kicked winning drop-goal final seconds extra-time england rugby world cup triumph australia. missed entire six nations campaign recuperating shoulder surgery making comeback newcastle zurich premiership august. ambition many players one day captain england today realised dream said. honoured andy wants captain follow lawrence martin means lot inspirational men given much england rugby many years. getting first england cap ireland six years ago something never forget play country special. taking captaincy another important step career immense pride. wilkinson made international debut six nations championship ireland came bench replace paul grayson. regular england starting line-up ever since played three lions tests one england games world cup. becomes th captain england since fred stokes held position . england first autumn test canada november followed visit tri-nations champions south africa week later world cup re-match australia.
politics,mallon wades ne vote battle middlesbrough mayor ray mallon drafted boost yes campaign north east assembly referendum enters final week. former police chief dubbed robocop zero tolerance style clashed thursday sunderland campaigner neil herron. mr mallon said assembly would give local people say key issues transport crime. mr herron said north east people want need assembly. pair met platform sunderland station mr mallon toured region highlighting claimed improvements transport area gets assembly. mr herron gained fame one sunderland metric martyrs running campaign alongside official north east says campaign said convinced mr mallon arguments. reality going deliver said. labour two-and-a-half years convince people this. sell deal time bad deal. wednesday mr mallon provoked fury branding official campaign two-bit tories confrontation outside durham headquarters. campaign run two-bit conservatives interested happens north east; interested hitting labour party head said. mr mallon late recruit yes campaign rejecting overtures campaigners including claims tory leader michael howard. local observers believe contest close call although little recent polling carried out. yes campaign chairman john tomaney said hoped late flurry votes boost turnout something says boost cause. added: government exerts lot political power north east. accountability north east well. also defended decision attack official campaign alleged political allegiances. felt show people behind campaign london tory spin doctors. graham robb spokesman north east says said yes campaign decision get personal dragged campaign gutter showed rattled hit back mr mallon claim assembly would improve transport links region. push paper around get people moving said. people returned ballot papers wednesday turnout .%. deadline voting next thursday november.
tech,casual gaming take games aimed casual players set even bigger according industry experts. easy-to-play titles require much time playable online downloadable mobile devices see real growth coming year. trend shows gaming big-hitting games console titles appeal hardcore gamers said panel experts. speaking annual consumer electronics show las vegas showcases latest trends gadgets technologies . panel also insisted casual gamers women common misconception pervades current thinking gamer demographics. casual games like poker pool bridge bingo puzzle-based titles played online downloaded onto mobile devices gender neutral different genres attracted different players. greg mills program director aol said figures suggested sports-based games attracted % -year-old males puzzle games played % females. games like bridge tended attract over- demographic gamers. hardcore gamers attracted blockbuster gamers usually require hi-spec pcs like half-life halo xbox also liked different type gaming experience. hardcore gamers playing halo playing poker pool based research said geoff graber director yahoo games attracts million gamers month. growth powerful pc technology ownership broadband take-up portable players mobile devices well interactive tv casual gaming shaping big business according panel. focus coming year attracting third-party developers field offer innovative multiplayer titles agreed. time verge something much bigger said mr graber. casual games get stride really big community. people finding gadgets high-speed connections casual games would start open world gaming form mass-market entertainment people. key types titles chance give people may see gamers dip games liked. portal sites offer casual games like aol yahoo realarcade well games-on-demand services allow people build buddy lists return play people. aspect community crucial gamers want quick access free cheap games without committing long periods time immersed £ £ console pc titles said panel. people expected attend ces trade show stretches . million square feet officially runs january. main theme new devices getting better talking allowing people enjoy digital content like audio video images want want.
tech,apple attacked sources row civil liberties group electronic frontier foundation (eff) joined legal fight three us online journalists apple. apple wants reporters reveal sources used stories leaked information forthcoming products including mac mini. eff representing reporters asked california superior court stop apple pursuing sources. argues journalists protected american constitution. eff says case threatens basic freedoms press. apple particularly keen find source information unreleased product code-named asteroid asked journalists e-mail providers hand communications relevant that. rather confronting issue reporter privilege head-on apple going journalist isps e-mails said eff lawyer kurt opsahl. undermines fundamental first amendment right protects reporters. court lets apple get away exposes confidences gained reporters potential confidential sources deterred providing information media public lose vital outlet independent news analysis commentary said. case began december apple asked local californian court get journalists reveal sources articles published websites appleinsider.com powerpage.org. apple also sent requested information nfox.com internet service provider powerpage publisher jason o-grady. well looking far corporations go preventing information published case also examine whether online journalists privileges protections writing newspapers magazines. eff gained powerful allies legal battle apple including professor tom goldstein former dean journalism school university california dan gillmor well-known silicon valley journalist. apple immediately available comment.
business,irish markets reach all-time high irish shares risen record high investors persuaded buy market low inflation strong growth forecasts. iseq index leading shares closed points . thursday fuelled strong growth banking financial stocks. fall rate inflation .% january gave fresh boost shares advanced % month. economy set strong growth interest rates remain low. several ireland biggest companies saw market value hit recent highs thursday. allied irish banks ireland biggest company capitalisation touched five year peak bank ireland shares rose highest level since august . telecoms firm eircom recently revealed would re-enter irish mobile phone market hit yearly high. analysts said economic conditions benign irish shares still trading discount european markets. ireland ticks boxes far international investors concerned roy asher chief investment officer hibernian investment managers told reuters. buoyant economic conditions set continue ireland next years irish equities continue offer quality growth reasonable valuation. bernard mcalinden head equity research ncb stockbrokers said equities represented good value compared investments. still looking good told reuters. seen good economic data ireland benefits financial stocks. ireland economic miracle enjoying second wind % growth forecast . economy cooled markedly enjoying spectacular growth % . however bounced back strongly growth % expected .
business,strong quarterly growth nike nike reported best second-quarter earnings helped strong demand athletic shoes converse sneakers. global sports giant said posted profit $.m (£.m) three months november $.m period last year. revenues increased % $.bn $.bn period . nike whose products endorsed tiger woods among sports stars said demand continues grow results came strong first quarter year firm based beaverton oregon. philip knight chairman chief executive said: nike second-quarter revenues earnings per share reached all-time high levels result solid performance across global portfolio. businesses united states emerging markets china russia turkey combined favourable european exchange rates helped drive much growth. added: first half fiscal year books remain confident business strategy consistent execution allow us deliver goals healthy profitable growth. firm reported worldwide futures orders athletic footwear gear scheduled delivery december april $.bn. .% higher orders reported period last year.
entertainment,mutant book wins guardian prize book evolution mutants science abnormality guardian first book award . armand marie leroi lecturer london imperial college scooped £ prize mutants: form varieties errors human body. profoundly cultured beautifully written best tradition popular science writing today said judge claire armistead. award recognises rewards new writing across fiction non-fiction. panel literary experts including novelists hari kunzru ali smith director sir richard eyre comedian alexei sayle chose winner five-strong shortlist. shortlist included susanna clarke jonathan strange mr norrell novel magic arts turn th century places rory stewart account trek foot across afghanistan. found impressive armand marie leroi book scope reference elegance inquisitiveness said ms armistead chair judges guardian literary editor. subject matter mutants unsettled involved judging process overwhelming majority found fascinating added. words echoed iris director sir richard eyre called marie leroi work extraordinarily thought provoking award first time authors open books genres including fiction poetry biography memoir history politics science current affairs. previous winners include white teeth zadie smith went become bestseller.
politics,civil servants strike ballot uk biggest civil service union ballot members strikes protest government plans extend pension age . public commercial services union co-ordinate action six public sector unions. unions already earmarked march one-day strike could involve . million uk workers. government says unions consulted changes made pension system. pcs leader mark serwotka warned could walkouts unless government rethink. government lectures everyone choice choice public service choice choice ironic saying public sector workers choice said. want pension promised started must work extra five years working people drop. th century completely unacceptable. bbc correspondent stephen cape said combined unions represented formidable force could embarrass government run-up general election. stoppage involving civil servants particular could seriously disrupt close government departments agencies museums said. opposition raising retirement age one thing unions agreed correspondent added. unison workers transport general workers union amicus among balloted march walkout. deputy prime minister john prescott held private meeting senior union figures thursday night. correspondent said understood deal offered meeting room negotiations. possibility strike action avoided added.
